Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-232,Darshan Institute of Engineering and Technology for Diploma Studies,Gujarat,Rajkot,www.darshan.ac.in,2009,Urban,Constituent / University College,University,U-1149,DARSHAN UNIVERSITY,State Private University
C-72092,DARSHAN INSTITUTE OF HUMANITIES,Gujarat,Rajkot,www.darshan.ac.in,2022,Rural,Constituent / University College,University,U-1149,DARSHAN UNIVERSITY,State Private University
C-72089,DARSHAN INSTITUTE OF MANAGEMENT,Gujarat,Rajkot,www.darshan.ac.in,2021,Rural,Constituent / University College,University,U-1149,DARSHAN UNIVERSITY,State Private University
C-72091,DARSHAN INSTITUTE OF SCIENCE,Gujarat,Rajkot,www.darshan.ac.in,2021,Rural,Constituent / University College,University,U-1149,DARSHAN UNIVERSITY,State Private University
C-12868,"Daudnagar College, Daudnagar",Bihar,Aurangabad,www.daudnagarcollege.ac.in,1970,Urban,Constituent / University College,University,U-0069,"Magadh University, Bodh Gaya",State Public University
C-6367,Daulat Ram College,Delhi,North,www.dr.du.ac.in,1960,Urban,Constituent / University College,University,U-0120,University of Delhi,Central University
C-71957,DAVANGERE UNIVERSITY CONSTITUENT FIRST GRADE COLLEGE TURUVANUR CHITRADURGA TALUK,Karnataka,Chitradurga,-,2020,Rural,Constituent / University College,University,U-0218,"Davangere University, Davangere",State Public University
C-7961,"DAV Post Graduate College, Siwan",Bihar,Siwan,www.davpgcollegesiwan.in,1941,Urban,Constituent / University College,State Government,U-0066,"Jai Prakash Vishwavidyalaya, Chapra",State Public University
C-8727,D.B. College,Bihar,Madhubani,principal.dbcollege@gmail.com,1960,Rural,Constituent / University College,University,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-59391,"DBHP SABHA COLLEGE OF EDUCATION, HYDERABAD ",Telangana,Hyderabad,-,-,Urban,Constituent / University College,Private Un-Aided,U-0452,Dakshina Bharat Hindi Prachar Sabha,Institute of National Importance
C-59374,DBHPSabha Dr.M.S.College of education,Andhra Pradesh,Krishna,-,-,Urban,Constituent / University College,Private Un-Aided,U-0452,Dakshina Bharat Hindi Prachar Sabha,Institute of National Importance
C-8743,D.B.K.N. College,Bihar,Samastipur,www.dbkncollege.co.in,1970,Rural,Constituent / University College,University,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-6361,Deen Dayal Upadhyaya College,Delhi,South West,https://dducollegedu.ac.in,1990,Urban,Constituent / University College,University,U-0120,University of Delhi,Central University
C-59817,Degree College,Jharkhand,Latehar,www.degreecollegemanika,2018,Urban,Constituent / University College,Local Body,U-0208,"Nilamber-Pitamber University, Palamu",State Public University
C-76446,DEGREE COLLEGE BARHI,Jharkhand,Koderma,https://degreecollegebarhi.in,2024,Rural,Constituent / University College,State Government,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-75240,DEGREE COLLEGE BARKATHA,Jharkhand,Hazaribagh,-,2024,Rural,Constituent / University College,State Government,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-73708,DEGREE COLLEGE GOMIA    ,Jharkhand,Bokaro,-,2023,Rural,Constituent / University College,State Government,U-0978,BINOD BIHARI MAHTO KOYALANCHAL UNIVERSITY,State Public University
C-65176,Degree College Jagannathpur,Jharkhand,West Singhbhum,-,2017,Rural,Constituent / University College,State Government,U-0206,"Kolhan University,  West Singhbhum",State Public University
C-73593,DEGREE COLLEGE JARMUNDI    ,Jharkhand,Dumka,-,2024,Rural,Constituent / University College,University,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-73835,DEGREE COLLEGE MAHAGAMA ,Jharkhand,Godda,-,2024,Urban,Constituent / University College,University,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-74958,"DEGREE COLLEGE, MAHESHPUR ",Jharkhand,Pakur,-,2024,Rural,Constituent / University College,State Government,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-65177,DEGREE COLLEGE MAJHGAON,Jharkhand,West Singhbhum,-,2017,Rural,Constituent / University College,State Government,U-0206,"Kolhan University,  West Singhbhum",State Public University
C-65178,DEGREE COLLEGE MANOHARPUR,Jharkhand,West Singhbhum,www.degreecollege.ac.in,2017,Rural,Constituent / University College,State Government,U-0206,"Kolhan University,  West Singhbhum",State Public University
C-71476,"DEGREE COLLEGE NALA, FATEHPUR",Jharkhand,Jamtara,-,-,Rural,Constituent / University College,University,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-75196,DEGREE COLLEGE SHIKARIPARA,Jharkhand,Dumka,www.degreecollegeshikaripara.ac.in,2024,Rural,Constituent / University College,University,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-73709,"DEGREE COLLEGE, TUNDI",Jharkhand,Dhanbad,www.degreecollegetundi.in,2023,Rural,Constituent / University College,University,U-0978,BINOD BIHARI MAHTO KOYALANCHAL UNIVERSITY,State Public University
C-76675,DEGREE MAHAVIDYALAYA DUMRI,Jharkhand,Giridih,-,2024,Rural,Constituent / University College,State Government,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-12830,DEI TECHNICAL COLLEGE,Uttar Pradesh,Agra,https://www.dei.ac.in/dei/technical/,1927,Urban,Constituent / University College,Private Aided (Government Aided),U-0507,"Dayalbagh Educational Institute, Agra",Deemed University-Government Aided
C-6376,Delhi College of Arts & Commerce,Delhi,South West,http://dcac.du.ac.in,1987,Urban,Constituent / University College,University,U-0120,University of Delhi,Central University
C-6370,Delhi Institute of Pharmaceutical Sciences & Research,Delhi,South,www.dipsar.ac.in,1964,Urban,Constituent / University College,State Government,U-0853,DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,State Public University
C-35422,"Dental College and Hospital, Pune",Maharashtra,Pune,www.dchpune.bharatividyapeeth.edu,1989,Urban,Constituent / University College,Private Un-Aided,U-0292,"Bharati Vidyapeeth, Pune",Deemed University-Private
C-35415,"Dental College and Hospital, Sangli",Maharashtra,Sangli,www.dchsangli@bharatividyapeeth.edu,2007,Urban,Constituent / University College,Private Un-Aided,U-0292,"Bharati Vidyapeeth, Pune",Deemed University-Private
C-19010,"Deochand College, Hajipur",Bihar,Vaishali,www.dccollege.ac.in,1968,Urban,Constituent / University College,University,U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-45390,"DEOGHAR COLLEGE, DEOGHAR",Jharkhand,Deoghar,www.deogharcollegedeoghar.com,1951,Urban,Constituent / University College,State Government,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-55777,"Department of Animation, ITIMS And Mobile Application",Gujarat,Ahmedabad,-,-,Urban,Constituent / University College,University,U-0136,"Gujarat University, Ahmedabad",State Public University
C-152,"Department of Business Management, Sankalchand Patel College of Engineering",Gujarat,Mahesana,http://skmba.spcevng.ac.in,2007,Rural,Constituent / University College,University,U-0821,"Sankalchand Patel University, Visnagar",State Private University
C-7024,"Department of Communication, Coimbatore",Tamil Nadu,Coimbatore,-,-,-,Constituent / University College,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-384,"Department of Computer Application, Sankalchand Patel College of Engineering",Gujarat,Mahesana,mca.spcevng.ac.in,2008,Rural,Constituent / University College,University,U-0821,"Sankalchand Patel University, Visnagar",State Private University
C-60226,"Department of Design, Nirma Univertsity",Gujarat,Ahmedabad,www.nirmauni.ac.in,2017,Urban,Constituent / University College,University,U-0146,"Nirma University, Ahmedabad",State Private University
C-52877,"Department of Education, R.K.D.F University, Bhopal",Madhya Pradesh,Bhopal,www.rkdf.ac.in,-,Urban,Constituent / University College,University,U-0652,RKDF UNIVERSITY,State Private University
C-62218,Department of Law,Gujarat,Ahmedabad,https://monarkuni.ac.in/faculty-of-law/,2019,Rural,Constituent / University College,University,U-1129,MONARK UNIVERSITY,State Private University
C-51564,Department Of Management,Gujarat,Vadodara,www.sumandeepvidyapeethdu.edu.in,2008,Rural,Constituent / University College,University,U-0154,"Sumandeep Vidyapeeth, Vadodara",Deemed University-Private
C-55908,Department of Paramedical and Health Sciences,Gujarat,Vadodara,www.paruluniversity.ac.in,2015,Rural,Constituent / University College,University,U-0763,PARUL UNIVERSITY,State Private University
C-51562,Department of Pharmacy,Gujarat,Vadodara,http://sumandeepvidyapeethdu.edu.in,2008,Rural,Constituent / University College,University,U-0154,"Sumandeep Vidyapeeth, Vadodara",Deemed University-Private
C-62287,DEPARTMENT OF PHARMACY RAM KRISHNA DHARMARTH FOUNDATION UNIVERSITY,Madhya Pradesh,Bhopal,www.dopbpl.in,-,Urban,Constituent / University College,Private Un-Aided,U-0652,RKDF UNIVERSITY,State Private University
C-7033,"Department of Social Work, Coimbatore",Tamil Nadu,Coimbatore,-,-,-,Constituent / University College,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-6409,Deshbandhu College,Delhi,South,www.deshbandhucollege.ac.in,1952,Urban,Constituent / University College,Central Government,U-0120,University of Delhi,Central University
C-58188,Devang Patel Institute of Advance Technology and Research,Gujarat,Anand,www.charusat.ac.in,2017,Rural,Constituent / University College,University,U-0128,"Charotar University of Science & Technology,  Anand",State Private University
C-11029,"Dhananjayrao Gadgil College of Commerce, Satara",Maharashtra,Satara,www.dgccsatara.edu.in,1971,Urban,Constituent / University College,Private Aided (Government Aided),U-1258,KARMAVEER BHAURAO PATIL UNIVERSITY,State Public University
C-27149,"Dharichanna kuri College, Dumraon",Bihar,Buxar,www.dkcdumraon.org,1956,Rural,Constituent / University College,University,U-0077,"Veer Kunwar Singh University, Arrah",State Public University
C-9658,"Dharma Samaj Sanskrit College, Muzaffarpur",Bihar,Muzaffarpur,www.dsscmuzaffarpur.in,1811,Urban,Constituent / University College,University,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-56123,DHARMSINH DESAI INSTITUTE OF COMMERCE,Gujarat,Kheda,http://www.ddu.ac.in,1981,Urban,Constituent / University College,Private Aided (Government Aided),U-0129,"Dharmsinh Desai univeristy, Nadiad",State Private University
C-64031,DIPLOMA AGRI COLLEGE DHARWAD,Karnataka,Dharwad,www.uasd.edu,2011,Urban,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-64415,DIPLOMA AGRI COLLEGE HANUMANAMATTI,Karnataka,Haveri,-,-,Rural,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-64413,DIPLOMA AGRI COLLEGE JAMAKHANDI,Karnataka,Bagalkote,-,-,Urban,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-64030,DIPLOMA AGRI COLLEGE KONNUR,Karnataka,Gadag,-,-,Rural,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-64412,DIPLOMA AGRI COLLEGE KUMTA,Karnataka,Uttara Kannada,-,-,Urban,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-64416,DIPLOMA AGRI COLLEGE NIPANI,Karnataka,Belagavi,-,-,Urban,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-64414,DIPLOMA AGRI COLLEGE VIJAYAPUR,Karnataka,Vijayapura,-,-,Urban,Constituent / University College,State Government,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-76113,DIPLOMA AGRICULTURE CENTRE HUKKERI,Karnataka,Belagavi,uasd.edu,2024,Rural,Constituent / University College,University,U-0246,"University  of Agricultural Sciences, Dharwad",State Public University
C-33098,DIRECTORATE OF AGRICULTURAL RESEARCH,Uttar Pradesh,Ayodhya,-,-,-,Constituent / University College,-,U-0531,"Acharya Narendra Deva University of Agriculture & Technology, Ayodhya",State Public University
C-33100,DIRECTORATE OF EXTENSION EDUCATION,Uttar Pradesh,Ayodhya,-,-,-,Constituent / University College,-,U-0531,"Acharya Narendra Deva University of Agriculture & Technology, Ayodhya",State Public University
C-54647,Division of Agriculture Engineering,Jammu and Kashmir,Srinagar,www.skuastkashmir.ac.in,2006,Urban,Constituent / University College,University,U-0200,"Sher-e-Kashmir University of Agricultural Science & Technology of Kashmir, Srinagar",State Public University
C-69982,DIWALIBA POLYTECHNIC,Gujarat,Surat,https://www.utu.ac.in/DiwalibaPolytechnic/,-,Rural,Constituent / University College,University,U-0668,UKA TARSADIA UNIVERSITY,State Private University
C-48334,"DKS COLLEGE OF AGRICULTURE AND RESEARCH STATION, BHATAPARA",Chhattisgarh,Raipur,-,2012,Rural,Constituent / University College,University,U-0087,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",State Public University
C-15050,Doranda College,Jharkhand,Ranchi,www.dorandacollege.com,1962,Urban,Constituent / University College,University,U-0209,"Ranchi University, Ranchi",State Public University
C-44572,"Dr. Annasaheb Shinde College of Agriculture Eng., Rahuri",Maharashtra,Ahilyanagar,www.mpkv.ac.in,1969,Rural,Constituent / University College,State Government,U-0315,"Mahatma Phule Krishi Vidyapeeth, Rahuri",State Public University
C-9766,Dr. APJ Abdul Kalam College of Physiotherapy,Maharashtra,Ahilyanagar,www.pravara.com,1997,Rural,Constituent / University College,Private Un-Aided,U-0322,"Pravara Institute of Medical Sciences, Ahmednagar",Deemed University-Private
C-58912,"DR. A.P.J ABDUL KALAM INSTITUTE OF TECHNOLOGY, TANAKPUR",Uttarakhand,Champawat,www.ittanakpur.ac.in,2016,Rural,Constituent / University College,State Government,U-0566,"Uttrakhand Technical University, Dehradun",State Public University
C-46873,"Dr A P J ABDUL KALAM TECHNICAL UNIVERSITY FACULTY OF ARCHITECTURE, LUCKNOW",Uttar Pradesh,Lucknow,http://foaaktu.ac.in,1976,Urban,Constituent / University College,University,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-56187,Dr APJ Abdul Kalam UIT Jhabua,Madhya Pradesh,Jhabua,www.rgpv.ac.in,2015,Rural,Constituent / University College,University,U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",State Public University
C-34559,Dr.Babasaheb Ambedkar Marathwada University Model College of Ghansawangi,Maharashtra,Jalna,www.bamu.ac.in,2011,Rural,Constituent / University College,University,U-0298,"Dr. Babasaheb Ambedkar Marathwada University, Chhatrapati Sambhajinagar",State Public University
C-9767,Dr. Balasaheb Vikhe Patil Rural Medical College,Maharashtra,Ahilyanagar,www.pravara.com,1984,Rural,Constituent / University College,Private Un-Aided,U-0322,"Pravara Institute of Medical Sciences, Ahmednagar",Deemed University-Private
C-23907,Dr.B.R.Ambedkar College of Law,Andhra Pradesh,Visakhapatnam,www.andhrauniversity.edu.in,1945,Urban,Constituent / University College,State Government,U-0006,"Andhra University, Visakhapatnam",State Public University
C-69965,DR CHUNIBHAI VALLABHBHAI PATEL COLLEGE OF PHARMACY,Gujarat,Surat,https://www.utu.ac.in/dcvpcp/,-,Rural,Constituent / University College,University,U-0668,UKA TARSADIA UNIVERSITY,State Private University
C-53498,DR. C P TIWARI SMTRITI COLLAGE AMJHOR,Madhya Pradesh,Shahdol,-,-,Rural,Constituent / University College,University,U-0268,"Awadesh Pratap Singh University, Rewa",State Public University
C-43240,"Dr. D. Y. Patil Biotechnology and Bioinformatics Institute, Tathawade, Pune",Maharashtra,Pune,www.biotech.dpu.edu.in,2004,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-14049,"Dr.D.Y.Patil College of Ayurved and Research Centre, Pimpri, Pune ",Maharashtra,Pune,ayurved.dypvp.edu.in,2000,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-43242,"Dr. D. Y. Patil College of Nursing, Pune",Maharashtra,Pune,www.nursing.dpu.edu.in,2000,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-43239,"Dr. D. Y. Patil College of Physiotherapy, Pune",Maharashtra,Pune,www.physiotherapy.dpu.edu.in,2000,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-43243,"Dr. D. Y. Patil Dental College & Hospital, Pune",Maharashtra,Pune,www.dental.dpu.edu.in,2000,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-13799,"Dr. D. Y. Patil Homoeopathic Medical College and Research Centre, Pimpri, Pune",Maharashtra,Pune,www.homoeopathy.dpu.edu.in,2000,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-16168,DR D Y PATIL INSTITUTE OF NURSING EDUCATION,Maharashtra,Kolhapur,www.dypatilunikop.org,2002,Urban,Constituent / University College,Private Un-Aided,U-0294,"D.Y. Patil Educational Society , Kolhapur",Deemed University-Private
C-43241,"Dr. D. Y. Patil Institute of Optometry and Visual Sciences, Pune",Maharashtra,Pune,www.optometry.dpu.edu.in,2005,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-43244,"Dr. D. Y. Patil Medical College, Hospital and Research Centre, Pimpri, Pune",Maharashtra,Pune,www.medical.dpu.edu.in,1997,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-69520,"DR D Y PATIL SCHOOL OF ALLIED HEALTH SCIENCES, PIMPRI, PUNE",Maharashtra,Pune,https://alliedsciences.dpu.edu.in/,-,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-69522,DR D Y PATIL SCHOOL OF DESIGN,Maharashtra,Pune,https://schoolofdesign.dpu.edu.in/,-,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-69523,DR D Y PATIL SCHOOL OF LIBERAL ARTS,Maharashtra,Pune,https://liberalarts.dpu.edu.in/,-,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-69521,DR D Y PATIL SCHOOL OF SCIENCE AND TECHNOLOGY,Maharashtra,Pune,dypsst.dpu.edu.in,-,Urban,Constituent / University College,Private Un-Aided,U-0301,"Dr. D.Y.Patil Vidyapeeth, Pune",Deemed University-Private
C-69410,DR KALAM AGRICULTURAL COLLEGE,Bihar,Kishanganj,-,-,Rural,Constituent / University College,State Government,U-0060,"Bihar Agricultural University, Sabour",State Public University
C-8755,Dr. L.K.V.D.College,Bihar,Samastipur,www.drlkvdcollege.ac.in,1969,Urban,Constituent / University College,State Government,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-36462,Dr. M.G.R. Engineering and College,Tamil Nadu,Thiruvallur,-,-,-,Constituent / University College,-,U-0461,"M.G.R. Educational and Research Institute, Chennai",Deemed University-Private
C-51751,"Dr MGR FISHERIES COLLEGE AND RESEARCH INSTITUTE, PONNERI",Tamil Nadu,Thiruvallur,https://www.tnjfu.ac.in/fcripon/,2014,Urban,Constituent / University College,State Government,U-0665,TAMIL NADU FISHERIES UNIVERSITY,State Public University
C-59432,"Dr MGR FISHERIES COLLEGE AND RESEARCH INSTITUTE, THALAINAYERU",Tamil Nadu,Nagapattinam,www.tnfu.ac.in,2017,Rural,Constituent / University College,University,U-0665,TAMIL NADU FISHERIES UNIVERSITY,State Public University
C-16457,"Dr. MPK Homoeopathic Medical College, Hospital & Research Centre",Rajasthan,Jaipur,www.homoeopathyuniversity.org,1965,Urban,Constituent / University College,University,U-0607,"Homoeopathy University, Jaipur",State Private University
C-50825,"Dr. M. S. Swaminathan Agricultural College and Research Institute, Eachangkottai",Tamil Nadu,Thanjavur,www.tnau.ac.in,2014,Rural,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-61968,Dr N D Desai Faculty of Medical Science and Research,Gujarat,Kheda,https://medical.ddu.ac.in,2018,Urban,Constituent / University College,University,U-0129,"Dharmsinh Desai univeristy, Nadiad",State Private University
C-17012,"Dr. N.S.A.M. First Grade College, Nitte, Karkala",Karnataka,Udupi,nitte.edu.in,1988,-,Constituent / University College,University,U-0239,"NITTE Unversity, Mangalore",Deemed University-Private
C-72321,DR RADHA KRISHAN COLLEGE KHAIRTHAL HARSAULI ROAD NANGAL SANTOKRA,Rajasthan,Alwar,-,2023,Rural,Constituent / University College,Private Un-Aided,U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-18985,"Dr. Ram Manohar Lohiya Smarak College, Muzaffarpur",Bihar,Muzaffarpur,www.rmlscollege.in,1967,Urban,Constituent / University College,University,U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-47695,"DR SARVEPALLI RADHAKRISHNAN TEACHERs TRAINING COLLEGE, MURSHIDABAD",West Bengal,Murshidabad,www.dsrttc.org,2012,Rural,Constituent / University College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-51633,DR. SATYENDRA KUMAR MEMORIAL COLLEGE OF PHARMACY,Madhya Pradesh,Bhopal,www.dskmcop.in,-,Urban,Constituent / University College,Private Un-Aided,U-0652,RKDF UNIVERSITY,State Private University
C-19023,"Dr. Shree Krishna Sinha Women's College, Motihari",Bihar,Purbi Champaran,https://www.drskswcollege.com,1959,Urban,Constituent / University College,State Government,U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-73701,DR SUBHASH AYURVEDA RESEARCH INSTITUTE,Gujarat,Junagadh,https://dsuni.ac.in/,2024,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-911,DR.SUBHASH COLLEGE OF PHYSICAL EDUCATION-JUNAGADH,Gujarat,Junagadh,https://dsuni.ac.in,2002,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-70838,"DR SUBHASH UNIVERSITY, SCHOOL OF AGRICULTURE",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-71002,"DR SUBHASH UNIVERSITY, SCHOOL OF ARTS AND HUMANITIES",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-67933,"DR SUBHASH UNIVERSITY, SCHOOL OF COMMERCE AND MANAGEMENT",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-67928,"DR SUBHASH UNIVERSITY, SCHOOL OF COMPUTER APPLICATION",Gujarat,Junagadh,https://dsuni.ac.in/home/,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-67991,"DR SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING AND TECHNOLOGY",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-68002,"DR SUBHASH UNIVERSITY, SCHOOL OF NURSING",Gujarat,Junagadh,www.dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-67929,"DR SUBHASH UNIVERSITY, SCHOOL OF PHARMACY",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-68930,"DR SUBHASH UNIVERSITY, SCHOOL OF PHYSIOTHERAPY",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-67927,"DR SUBHASH UNIVERSITY, SCHOOL OF SCIENCE",Gujarat,Junagadh,dsuni.ac.in,-,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-73710,"DR SUBHASH UNIVERSITY, SCHOOL OF VOCATIONAL EDUCATION",Gujarat,Junagadh,https://dsuni.ac.in/,2024,Urban,Constituent / University College,University,U-1204,DR SUBHASH UNIVERSITY,State Private University
C-21896,DSB Campus,Uttarakhand,Nainital,www.kunainital.ac.in,1951,Urban,Constituent / University College,State Government,U-0562,"Kumaun University, Nainital",State Public University
C-29628,"D.S. College, Katihar",Bihar,Katihar,www.dscollegekatihar.in,1953,Urban,Constituent / University College,State Government,U-0999,"PURNEA UNIVERSITY, PURNIA",State Public University
C-68662,DSEU Dwarka Campus,Delhi,South West,-,-,-,Constituent / University College,-,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-68964,DSEU MAYUR VIHAR CAMPUS,Delhi,East,-,-,Urban,Constituent / University College,State Government,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-32880,DSEU Okhla II campus,Delhi,South West,www.dseu.ac.in,2008,Urban,Constituent / University College,State Government,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-69108,DSEU PUSA  CAMPUS II ,Delhi,South West,-,-,Urban,Constituent / University College,State Government,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-68666,DSEU Rajokari Campus,Delhi,South West,-,-,-,Constituent / University College,-,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-72620,DSEU RANHOLA CAMPUS,Delhi,West,-,2023,-,Constituent / University College,-,U-,Delhi Skill and Entrepreneurship University,State Public University
C-68063,DSEU SIRI FORT CAMPUS,Delhi,South,dseu.ac.in,2021,Urban,Constituent / University College,University,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-68664,DSEU Vivek Vihar Campus,Delhi,Shahdara,www.dseu.ac.in,-,Urban,Constituent / University College,State Government,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-68663,DSEU WAZIRPUR-1 Campus,Delhi,North West,-,-,-,Constituent / University College,-,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-58941,DSLD College of Horticulture Engineering and Food Technology,Karnataka,Haveri,www.uhsbagalkot.edu.in,-,Rural,Constituent / University College,University,U-0245,"University  of Horticultural Sciences, Bagalkot",State Public University
C-17624,"DSM College, Jhajha",Bihar,Jamui,www.dsmcollege.ac.in,1965,Rural,Constituent / University College,State Government,U-0975,MUNGER UNIVERSITY,State Public University
C-47577,DURGAPUR ANANDAMOY B Ed COLLEGE,West Bengal,Nadia,www.anandamoybed.org,2012,Rural,Constituent / University College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-44764,Durgapur Government College,West Bengal,Paschim Bardhaman,http://www.durgapurgovtcollege.ac.in,1969,Urban,Constituent / University College,State Government,U-0718,"KAZI NAZRUL UNIVERSITY, ASANSOL",State Public University
C-6432,Dyal Singh College,Delhi,South,http://dsc.du.ac.in,1952,Urban,Constituent / University College,University,U-0120,University of Delhi,Central University
C-27613,Dyal Singh College (Evening),Delhi,South,dsce.du.ac.in,1959,Urban,Constituent / University College,Central Government,U-0120,University of Delhi,Central University
C-70128,D Y PATIL COLLEGE OF PHARMACY,Maharashtra,Kolhapur,www.pharmacy.dypatilunikop.org,-,Urban,Constituent / University College,Private Un-Aided,U-0294,"D.Y. Patil Educational Society , Kolhapur",Deemed University-Private
C-62865,D Y Patil College of Physiotherapy Kolhapur,Maharashtra,Kolhapur,www.dypatilunikop.org,2000,Urban,Constituent / University College,Private Un-Aided,U-0294,"D.Y. Patil Educational Society , Kolhapur",Deemed University-Private
C-70177,D Y PATIL SCHOOL OF ENGINEERING AND MANAGEMENT,Maharashtra,Kolhapur,https://sem.dypatilunikop.org/,-,Urban,Constituent / University College,Private Un-Aided,U-0294,"D.Y. Patil Educational Society , Kolhapur",Deemed University-Private
