Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-2107,"1155-Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Maharashtra,Yavatmal,1983,Urban,Technical/Polytechnic,Private Un-Aided
S-2067,1156-SANJAY RATHOD SHIKSHAN SANSTHA'S MANOHAR NAIK INSTITUTE OF PHARMACY YAWATMAL,Maharashtra,Yavatmal,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-2146,"1157-Shri Chhatrapati Shahumaharaj Shikshan Santha's Institute Of Pharmacy, Maregaon",Maharashtra,Yavatmal,1993,Urban,Technical/Polytechnic,Private Un-Aided
S-10265,1158-PARAMHANSA RAMKRISHNA MAUNIBABA SHIKSHAN SANTHA`S ANURADHA COLLEGE OF PHARMACY CHIKHALI,Maharashtra,Buldhana,1994,Rural,Technical/Polytechnic,Private Un-Aided
S-10266,1159-NAVSANJIVAN SHIKSHAN MANDAL`S COLLEGE OF PHARMACY DHARWA,Maharashtra,Yavatmal,1994,Urban,Technical/Polytechnic,Private Un-Aided
S-2154,"1160-Shri.Durgamata Bahuudeshiya Krida and Shaikshanik Sanstha,Ishwar Deshmukh Institute Of Pharmacy, Digras",Maharashtra,Yavatmal,2003,Rural,Technical/Polytechnic,Private Un-Aided
S-10268,1163-MAHILA UTKARSHA PRATISHSTAN`S PHARMACY COLLEGE RISOD WASHIM,Maharashtra,Washim,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-2139,"1164-Shree, Swami Samarth Institute of Pharmacy, at parsodi, Dhamangaon Rly, Dist.Amravati",Maharashtra,Amravati,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-1759,"1165-Dwarka Bahuuddeshiya Gramin Vikas Foundation's Rajashri Shahu College Of Pharmacy, Buldhana",Maharashtra,Buldhana,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-2158,"1167-Shri Gurudatta Shikshan Prasarak Sanstha's Late Shri Ramraoji Gawande Institute Of Pharmacy, Akola",Maharashtra,Akola,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-2149,"1247-Shri Dadasaheb Gavai Charitable Trust's Vikramshila Polytechnic,Darapur, Tal. Daryapur, Dist. Amravati",Maharashtra,Amravati,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2004,1250-PARAMHANS RAMKRISHNA MOUNI BABA SHIKSHAN SANSTHA'S ANURADHA POLYTECHNIC ANURADHA NAGARCHIKHALI BULDHANA.,Maharashtra,Buldhana,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-13754,"1264-Vidarbha Institute of Pharmacy, Washim",Maharashtra,Washim,2011,Rural,Technical/Polytechnic,Private Un-Aided
S-16122,"1275-Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",Maharashtra,Akola,2013,Rural,Technical/Polytechnic,Private Un-Aided
S-14560,"1277-KIRTI POLYTECHNIC, UTTAM NAGAR, AMRAVATI",Maharashtra,Amravati,2014,Urban,Technical/Polytechnic,Private Un-Aided
S-17157,"1279-Dr.R. N. Lahoti Institute of Pharmacy, Sultanpur",Maharashtra,Buldhana,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-15321,"1280	Gawande College of Pharmacy Sakhar Kheda",Maharashtra,Buldhana,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-15988,"1281-Kamalprakash Pharmacy College & Research Centre, Kherda",Maharashtra,Washim,2016,Rural,Technical/Polytechnic,Private Un-Aided
S-16837,"1285-M.E.S. COLLEGE OF PHARMACY,  MEHKAR",Maharashtra,Buldhana,2017,Urban,Technical/Polytechnic,Private Un-Aided
S-16735,"1286 - INSTITUTE OF PHARMACY AND RESEARCH,BADNERA, AMRAVATI",Maharashtra,Amravati,2017,Rural,Technical/Polytechnic,Private Un-Aided
S-18073,"1287-Raje Laxmansingh Bhosale College of Pharmacy, Hingna Barlinga",Maharashtra,Akola,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-18010,"1288-Vardhaman College of Pharmacy, Karanja (LAD), Washim",Maharashtra,Washim,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-18957,1293-SHRADDHA INSTITITE OF PHARMACY,Maharashtra,Washim,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-19032,1297 VIDYANIKETAN COLLEGE OF PHARMACY,Maharashtra,Amravati,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-2772,"145 GOVERNMENT POLYTECHNIC COLLEGE, PALACODE",Tamil Nadu,Dharmapuri,1985,Rural,Technical/Polytechnic,State Government
S-1785,"2010-Government Polytechnic, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,1955,Urban,Technical/Polytechnic,State Government
S-1787,"2011-Government Polytechnic, Beed",Maharashtra,Beed,1982,Urban,Technical/Polytechnic,State Government
S-1792,"2012-Government Polytechnic, Hingoli",Maharashtra,Hingoli,2009,Rural,Technical/Polytechnic,State Government
S-1782,"2013-Government Polytechnic, Ambad",Maharashtra,Jalna,2009,Urban,Technical/Polytechnic,State Government
S-1794,"2014-Government Polytechnic, Jalna",Maharashtra,Jalna,1985,Urban,Technical/Polytechnic,State Government
S-1817,2016-GOVERNMENT RESIDENTIAL WOMENS POLYTECHNIC LATUR,Maharashtra,Latur,1994,Urban,Technical/Polytechnic,State Government
S-1803,"2017-Government Polytechnic, Nanded",Maharashtra,Nanded,1964,Urban,Technical/Polytechnic,State Government
S-1806,"2018-Government Polytechnic, Osmanabad",Maharashtra,Dharashiv,1985,Rural,Technical/Polytechnic,State Government
S-1795,"2019-Government Polytechnic, Jintur",Maharashtra,Parbhani,1983,Rural,Technical/Polytechnic,State Government
S-1951,2022-MAULANA AZAD EDUCATION SOCIETY'S KAMLA NEHRU POLYTECHNIC(PHARMACY) AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,1975,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-1950,2022-MAULANA AZAD EDUCATION SOCIETY'S KAMLA NEHRU POLYTECHNIC (PHARMACY)(PRIVATE) AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,2002,Urban,Technical/Polytechnic,Private Un-Aided
S-1842,"2023-Jai Bhavani Shikshan Prasarak Mandal's Institute Of Pharmacy, Gadhi Georai",Maharashtra,Beed,1982,Rural,Technical/Polytechnic,Private Aided (Government Aided)
S-1923,2024-MAHARASHTRA SHIKSHAN SAMITI'S MAHARASHTRA POLYTECHNIC (D. PHARMACY) INSTITUTE NILANGALATUR,Maharashtra,Latur,1981,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-2002,"2025-Panchakshri Shivacharya Trust's Channa Basweshwar Institute Of D. Pharmacy, Latur",Maharashtra,Latur,1980,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-1975,"2026-Shri Sharda Bhavan Education Society's Nanded Pharmacy College (Polytechnic), Nanded",Maharashtra,Nanded,1982,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-1645,"2027-Adarsh Shikshan Prasarak Mandal's Diploma In Pharmacy Institute, Osmanabad",Maharashtra,Dharashiv,1981,Urban,Technical/Polytechnic,-
S-1943,2028-MARATHWADA SHIKSHAN PRASARAK MANDAL'S SHRI SHIVAJI INSTITUTE OF PHARMACY PARBHANI,Maharashtra,Parbhani,1982,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-18315,"2118-Shree Bhairavnath Nisarg Mandal.'S Diploma In Pharmacy Institute, Hatta, Tal.Basmat",Maharashtra,Hingoli,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-2152,"2143-Shri Dhaneshwari Manav Vikas Mandal's Diploma In Pharmacy Institute, At Post Gevrai Tanda, Paithan Road, Aurangabad.",Maharashtra,Chhatrapati Sambhajinagar,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-1823,"2171-Gramodyogik Shikshan Mandal's Marathwada Institute Of Technology, Rotegaon, Vaijapur, Dist. Aurangabad.",Maharashtra,Chhatrapati Sambhajinagar,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-2102,"2175- Sharadchandraji Pawar Polytechnic, Bhalgaon, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-1719,"2176-Chatrapati Shahu Maharaj Shikshan Sanstha, C.S.M.S. Sansthas College Of Polytechnic, Kanchanwadi, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2009,Urban,Technical/Polytechnic,Private Un-Aided
S-2238,"2178-Vinayakrao Patil Shikshan Prasarak Mandal, Institute Of Engineering & Technology Kannad",Maharashtra,Chhatrapati Sambhajinagar,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-1926,"2181-Mahatma Basaveshwar Education Society's T.B.Girwalkar Polytechnic, Ambejogai, Dist.Beed",Maharashtra,Beed,1983,Rural,Technical/Polytechnic,Private Un-Aided
S-1942,2182-MARATHWADA SHIKSHAN PRASARAK MANDAL YESHWANTRAO CHAVAN INSTITUTE OF POLYTECHNIC BEED,Maharashtra,Beed,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-18313,"2183-Aditya Bahuddeshiya Sanstha, Aditya Polytechnic, Beed",Maharashtra,Beed,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-1824,2186-GUNAI SHIKSHAN PRASARAK MANDAL RAJIV GANDHI POLYTECHNIC UDGIR DIST LATUR,Maharashtra,Latur,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-1829,2187-HINDUSTANI EDUCATION SOCIETY N.B.S. INSTITUTE OF POLYTECHNIC AUSA LATUR,Maharashtra,Latur,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-2241,"2189-Vishweshwarayya Abhiyantriki Padvika Mahavidyalay, Almala, Tq. Ausa, Dist. Latur",Maharashtra,Latur,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-1836,"2193-Sahayog Sevabhai Sanstha, Indira Institute Of Technology(Polytechnic), Nanded.",Maharashtra,Nanded,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-1949,2194-MATOSHRI PRATISHTHAN VISHWABHARATI POLYTECHNIC INSTITUTE VISHNUPURI,Maharashtra,Nanded,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-2190,"2197-Shriram Pratishthan, Apurva Polytechnic, Rawalgaon, Parbhani.",Maharashtra,Parbhani,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-10344,"2201-Umer Bin Khattab Welfare Trust's Vastanvi College of Pharmacy, Kunjkheda Ta. Kannad Dist. Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2006,Rural,Technical/Polytechnic,Private Aided (Government Aided)
S-18078,"2202-Sayli Charitable Trust's College Of Pharmacy, Mitmita, Aurangabad.",Maharashtra,Chhatrapati Sambhajinagar,2006,Urban,Technical/Polytechnic,Private Un-Aided
S-10346,"2203-Bhagwan Shikshan Prasarak Mandal's Dr. Y.S. Khedkar College Of Pharmacy, CIDCO, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2006,Urban,Technical/Polytechnic,Private Un-Aided
S-10348,2206-ADARSH SHIKSHAN SANSTA`S COLLLEGE OF PHARMACY BEED,Maharashtra,Beed,1994,Rural,Technical/Polytechnic,Private Un-Aided
S-10350,2208-NAVGAN SHIKSHAN SANSTHA`S P V P COLLEGE OF PHARMACY PATODA BEED,Maharashtra,Beed,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-17260,"2209-Shree Balaji Shikshan Prasarak's Institute of Pharmacy, Ambejogai, Dist. Beed.",Maharashtra,Beed,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-10354,2214-MAHATMA BASVESHWAR EDUCATION SOC COLLEGE OF PHARMACY BARSHI ROAD LATUR,Maharashtra,Latur,2006,Rural,Technical/Polytechnic,Private Aided (Government Aided)
S-1729,"2215-Shri Vishweshwar Shikshan Prasarak Mandal's Swa.Dagdojirao Deshmukh D.Pharmacy College, Ausa,(Almala) Dist. Latur",Maharashtra,Latur,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-10355,"2216-Sahayog Sevabhavi Sanstha's College of Pharmacy, Vishnupuri, Nanded.",Maharashtra,Nanded,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-17721,"2217- Swargiya Lilawati Satish Awhad D.Pharmacy College Hokarna Campus, TQ Mukhed Dist Nanded.",Maharashtra,Nanded,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-18080,"2218-Education Society Naigaon Diploma in Pharmacy, Nanded.",Maharashtra,Nanded,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-10356,"2220-Anandgram Krushi Vikas Mandals Late Maharudra Bappa Mote College of Pharmacy, Girwali Tal. Bhoom",Maharashtra,Dharashiv,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-2246,"2223-Vivekvardhini Sevabhavi Sanstha's Diploma Pharmacy College, Pingali",Maharashtra,Parbhani,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-16701,2224-MARATHWADA INSTITUTE OF TECHNOLOGY AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,1983,Urban,Technical/Polytechnic,Private Un-Aided
S-17145,"2278-Renukamata KrishiVikas Pratisthan's Swami Vivekanand Polytechnic, Jola, Post Devgaon Tq Kaij, Dist Beed",Maharashtra,Beed,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-18082,"2280-Vetaleshwar Shikshan Sanstha's Rajiv Gandhi Instiute of Polytechnic, Hasegaon Tal. Ausa Dist Latur",Maharashtra,Latur,2010,Urban,Technical/Polytechnic,Private Un-Aided
S-18076,"2281-Ramchandra Sanskrutik Krida Mandal's Shri R D Bhakta Polytechnic, Daregaon Tal. & Dist Jalna",Maharashtra,Jalna,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-19128,2282 MITTHULALJI  SARDA  POLYTECHNIC,Maharashtra,Beed,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-1892,"2284-Kiran Bahuuddeshiya Shikshan Sanstha's R R Polytechnic, Hasegaon (K), Tal. Kalamb, Dist Osmanabad",Maharashtra,Dharashiv,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2157,"2285-Shri Govindaprabhu Gramin & Shahari Vikas Sevabhavi Sanstha's MDA Institute of Polytechnic Kolpa, Latur",Maharashtra,Latur,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2006,"2287-People Education Society's P.E.S. Polytechnic, Nagsenvan, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2010,Urban,Technical/Polytechnic,Private Un-Aided
S-1957,2291-MGMS POLYTECHNIC AURANGABAD,Maharashtra,Chhatrapati Sambhajinagar,2010,Urban,Technical/Polytechnic,Private Un-Aided
S-1667,"2292-Anand Charitable Trusts, Diploma in Engineering & Technology, Murshadapur, Ashti, Dist. Beed",Maharashtra,Beed,2010,Rural,Technical/Polytechnic,State Government
S-17148,"2293-Mauli Shikhan Prasarak Mandal's Lal Bahadur Shastri Polytechnic, Udgir Dist Latur",Maharashtra,Latur,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-18032,"2294-Shri Sai Janavikas Pratishtan's Sow.Shardadevi Pandit Polytechnic institute,Alani, Osmanabad",Maharashtra,Dharashiv,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2094,2296-SEVADAS SHIKSHAN PRASARAK MANDAL'S VASANTRAO NAIK INSTIUTE OF TECHNOLOGY VASARNI NANDED,Maharashtra,Nanded,2010,Urban,Technical/Polytechnic,Private Un-Aided
S-13755,"2298-Shri Sai Institute of Technology(Polytechnic),Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2011,Urban,Technical/Polytechnic,Private Un-Aided
S-18031,"2513-SHARDA POLYTECHNIC COLLEGE, AURAD-SHAHAJANI,LATUR",Maharashtra,Latur,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-13757,"2517-Shri. Shivaji Polytechnic Institute, Wasmat road, Parbhani.",Maharashtra,Parbhani,2011,Urban,Technical/Polytechnic,Private Un-Aided
S-1709,2526-BHIWSAN PATIL SHINDE SHIKSHAN GRAMIN VIKAS & BAHU SANSTHASHINDE POLYTECHNIC ANJANI BK TQ: MEHKAR DIST: BULDHANA,Maharashtra,Buldhana,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-2219,2526-V.J.SHINDE POLYTENIC COLLEGE OSMANABAD,Maharashtra,Dharashiv,2011,Rural,Technical/Polytechnic,Private Un-Aided
S-16845,"2528-Rajiv Gandhi Polytechnic, Markhel, Tal.Degloor, Dist.Nanded.",Maharashtra,Nanded,2011,Rural,Technical/Polytechnic,Private Un-Aided
S-15171,"2539-Rajesh Bhaiyya Tope College of Pharmacy, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2014,Rural,Technical/Polytechnic,Private Un-Aided
S-16058,"2541-Sarswati Institute of Pharmacy, Kurtadi, Hingoli",Maharashtra,Hingoli,2014,Rural,Technical/Polytechnic,Private Un-Aided
S-16204,"2544-Gurukrupa Institute of Pharamcy, Majalgaon",Maharashtra,Beed,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-15807,"2545-P.T.S.P.MANDALS PHARMACY COLLEGE, MANWATH",Maharashtra,Parbhani,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16692,"2546-College of Pharmacy(D.Pharm), Khandala",Maharashtra,Chhatrapati Sambhajinagar,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16206,"2547-M.S.S.P.M. LATE BHAGIRATHI YASHWANTRAO PATHRIKAR COLLEGE OF D-PHARMACY,PATHRI",Maharashtra,Chhatrapati Sambhajinagar,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16721,"2548JANKALYAN VIKAS MANDAL S SWARGIYA LILAWATI SATISH AWHAD D.PHARMACY COLLEGE, (MINORITY) KHANDGAON",Maharashtra,Nanded,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16611,"2549-Warpudkar Institute of Pharmacy(D.Pharmacy), Pedgaon",Maharashtra,Parbhani,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16612,"2550-Prerana Institute of Pharmacy(D.Pharmacy), Parbhani",Maharashtra,Parbhani,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16501,"2552-Savitribai College of Pharmacy, Bamani",Maharashtra,Nanded,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-16833,"2557-Anand Charitable Sanstha's Gangai Pharmacy College, Kada",Maharashtra,Beed,2016,Rural,Technical/Polytechnic,Private Un-Aided
S-18312,"2558-Dnyansadhana Institute of Pharmacy, Dharmapuri",Maharashtra,Parbhani,2016,Rural,Technical/Polytechnic,Local Body
S-16829,"2565-Usha Dwarkadas Pathrikar Institute of Pharmacy, Dongargaon Kawad",Maharashtra,Chhatrapati Sambhajinagar,2016,Rural,Technical/Polytechnic,Private Un-Aided
S-16950,"2566-Matoshri Institute of Pharmacy, Vaijapur",Maharashtra,Chhatrapati Sambhajinagar,2016,Rural,Technical/Polytechnic,Private Un-Aided
S-16506,"2567-Yashodeep Institute of Pharmacy, Pimpalgaon Pandhari, Aurangabad.",Maharashtra,Chhatrapati Sambhajinagar,2016,Rural,Technical/Polytechnic,Private Un-Aided
S-15987,"2568-Shreeyash Institute of Pharmacy, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2016,Urban,Technical/Polytechnic,Private Un-Aided
S-16840,"2576-VSS Institute of Pharmacy, Badnapur",Maharashtra,Jalna,2017,Rural,Technical/Polytechnic,Private Un-Aided
S-16772,"2578-Godavari Institute of Pharmacy, Kolpa",Maharashtra,Latur,2017,Rural,Technical/Polytechnic,Private Un-Aided
S-16783,"2579-D.K. Patil Institute of Pharmacy, Loha, Nanded",Maharashtra,Nanded,2017,Urban,Technical/Polytechnic,Private Un-Aided
S-16848,"2580-Shri.Ramkrishna Paramhans college of Pharmacy, (D.Pharm), Hasnapur, Parbhani",Maharashtra,Parbhani,2017,Rural,Technical/Polytechnic,Private Un-Aided
S-16841,"2581-RADHEYA CHARITABLE TRUSTS DINESH BEMBADE COLLEGE OF PHARMACY, MAHALANGRA, TQ CHAKUR",Maharashtra,Latur,2017,Rural,Technical/Polytechnic,Private Un-Aided
S-17723,"2584-Srinath College of Pharmacy, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,2018,Urban,Technical/Polytechnic,Private Un-Aided
S-19021,2590-DHARTI JANSEVA PRATISHTHANS COLLEGE OF PHARMACY PATHRI D PHARM,Maharashtra,Parbhani,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-17720,"2593-S.R. Institute of Diploma in Pharmacy, Udgir",Maharashtra,Latur,2018,Urban,Technical/Polytechnic,Private Un-Aided
S-18309,"2594-Tatyaraoji More College of Pharmacy, Umerga",Maharashtra,Dharashiv,2018,Urban,Technical/Polytechnic,Private Un-Aided
S-18958,2595 UTTAMRAO DESHMUKH INSTITUTE OF PHARMACY BALSOND TAL DIST HINGOLI,Maharashtra,Hingoli,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-18012,"2596-INSTITUTE OF PHARMACY, BADNAPUR, DIST-JALNA",Maharashtra,Jalna,2018,Urban,Technical/Polytechnic,Private Un-Aided
S-17722,"2598-Shivai Charitable Trust's College of Pharmacy, Koregaonwadi, Umerga",Maharashtra,Dharashiv,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-18314,"2600-KESHAVRAO PATIL INSTITUTE OF PHARMACY,OSMANABAD",Maharashtra,Dharashiv,2018,Urban,Technical/Polytechnic,Private Un-Aided
S-18482,2604-NBS INSTITUTE OF PHARMACY AUSA,Maharashtra,Latur,2019,Urban,Technical/Polytechnic,Private Un-Aided
S-18464,2605 JGVVSSS SUYASH COLLEGE OF PHARMACY WARUD,Maharashtra,Jalna,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-18965,2606-AMBADASRAO WARPUDKAR INSTITUTE OF PHARMACY,Maharashtra,Parbhani,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-19017,2607 SHENFADU FAKIRBA INSTITUTE OF PHARMACY,Maharashtra,Chhatrapati Sambhajinagar,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-18483,2610-SHIVPRASAD COLLEGE OF PHARMACY,Maharashtra,Nanded,2019,Urban,Technical/Polytechnic,Private Un-Aided
S-18480,2611 KADAM COLLEGE OF PHARMACY,Maharashtra,Chhatrapati Sambhajinagar,2019,Urban,Technical/Polytechnic,Private Un-Aided
S-18973,2612-SMT LATATAI BABURAO PATIL INSTITUTE OF PHARMACY KHANDGAON  NANDED,Maharashtra,Nanded,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-18479,"2614 Aurangabad Pharmacy College, Mitmita",Maharashtra,Chhatrapati Sambhajinagar,2019,Urban,Technical/Polytechnic,Private Un-Aided
S-10349,2616 SHRI AMOLAK JAIN VIDYA PRASARAK MANDAL`S PHARMACY COLLEGE KADA ASHTI BEED,Maharashtra,Beed,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-18470,2618-SHRI SAMBHAJI COLLEGE OF PHARMACY,Maharashtra,Nanded,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-18966,2619-SHRAMJIVI SHIKSHAN PRASARAK MANDALS SHRAMJIVI COLLEGE OF PHARMACY OMERGA,Maharashtra,Dharashiv,2019,Urban,Technical/Polytechnic,Private Un-Aided
S-1780,"3006-Government Institute of Printing Technology, Mumbai",Maharashtra,Mumbai,1956,Urban,Technical/Polytechnic,State Government
S-1801,"3007-Government Polytechnic, Mumbai",Maharashtra,Mumbai Suburban,1960,Urban,Technical/Polytechnic,State Government
S-1807,"3008-Government Polytechnic, Pen",Maharashtra,Raigad,1990,Urban,Technical/Polytechnic,State Government
S-1809,"3009-Government Polytechnic, Ratnagiri",Maharashtra,Ratnagiri,1961,Urban,Technical/Polytechnic,State Government
S-1799,"3010-Government Polytechnic, Malvan",Maharashtra,Sindhudurg,1985,Rural,Technical/Polytechnic,State Government
S-1813,"3011-Government Polytechnic, Thane",Maharashtra,Thane,1985,Rural,Technical/Polytechnic,State Government
S-13761,"3013-GOVERNMENT POLYTECHNIC, VIKRAMGAD",Maharashtra,Thane,2011,Rural,Technical/Polytechnic,State Government
S-2087,"3020-Sasmira's Institute of Manmade Textiles, Mumbai",Maharashtra,Mumbai,1966,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-1875,3021-K. J. SOMAIYA POLYTECHNIC MUMBAI,Maharashtra,Mumbai,1963,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-2200,"3023-St. Xavier's Technical Institute, Mumbai",Maharashtra,Mumbai,1967,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-2198,"3024-Sophia Shree B.K. Somani Memorial Polytechnic), Mumbai",Maharashtra,Mumbai,1970,Urban,Technical/Polytechnic,State Government
S-2143,"3025-Shri Bhagubhai Mafatlal Polytechnic, Mumbai",Maharashtra,Mumbai Suburban,1963,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-2018,"3039-Prin. K.M. Kundnani College of Pharmacy Polytechnic, Ulhasnagar",Maharashtra,Thane,1971,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-1985,3142-NAVJEEVAN EDUCATION SOCIETY'S POLYTECHNIC MUMBAI,Maharashtra,Mumbai,1995,Urban,Technical/Polytechnic,Private Un-Aided
S-2244,"3145-Vivekanand Education Society's Polytechnic, Mumbai",Maharashtra,Mumbai Suburban,1983,Urban,Technical/Polytechnic,Private Un-Aided
